|      | Id                       | Type                             | Entity                                                                                           | Policy                                                                                                                                                                                                   | IaC                     | Resource Link                                                                                                                                                 |
| 2899 | CKV2_AWS_75              | resource                         | aws_cloudfront_distribution                                                                      | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2900 | CKV2_AWS_75              | resource                         | aws_cloudfront_distribution                                                                      | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2901 | CKV2_AWS_75              | resource                         | aws_cloudfront_field_level_encryption_config                                                     | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2902 | CKV2_AWS_75              | resource                         | aws_cloudfront_field_level_encryption_config                                                     | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2903 | CKV2_AWS_75              | resource                         | aws_cloudfront_field_level_encryption_profile                                                    | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2904 | CKV2_AWS_75              | resource                         | aws_cloudfront_field_level_encryption_profile                                                    | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2905 | CKV2_AWS_75              | resource                         | aws_cloudfront_function                                                                          | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2906 | CKV2_AWS_75              | resource                         | aws_cloudfront_function                                                                          | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2907 | CKV2_AWS_75              | resource                         | aws_cloudfront_key_group                                                                         | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2908 | CKV2_AWS_75              | resource                         | aws_cloudfront_key_group                                                                         | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2909 | CKV2_AWS_75              | resource                         | aws_cloudfront_key_value_store                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2910 | CKV2_AWS_75              | resource                         | aws_cloudfront_key_value_store                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2911 | CKV2_AWS_75              | resource                         | aws_cloudfront_monitoring_subscription                                                           | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2912 | CKV2_AWS_75              | resource                         | aws_cloudfront_monitoring_subscription                                                           | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2913 | CKV2_AWS_75              | resource                         | aws_cloudfront_origin_access_control                                                             | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2914 | CKV2_AWS_75              | resource                         | aws_cloudfront_origin_access_control                                                             | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2915 | CKV2_AWS_75              | resource                         | aws_cloudfront_origin_access_identity                                                            | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2916 | CKV2_AWS_75              | resource                         | aws_cloudfront_origin_access_identity                                                            | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2917 | CKV2_AWS_75              | resource                         | aws_cloudfront_origin_request_policy                                                             | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2918 | CKV2_AWS_75              | resource                         | aws_cloudfront_origin_request_policy                                                             | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2919 | CKV2_AWS_75              | resource                         | aws_cloudfront_public_key                                                                        | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2920 | CKV2_AWS_75              | resource                         | aws_cloudfront_public_key                                                                        | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2921 | CKV2_AWS_75              | resource                         | aws_cloudfront_realtime_log_config                                                               | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2922 | CKV2_AWS_75              | resource                         | aws_cloudfront_realtime_log_config                                                               | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2923 | CKV2_AWS_75              | resource                         | aws_cloudfront_response_headers_policy                                                           | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2924 | CKV2_AWS_75              | resource                         | aws_cloudfront_response_headers_policy                                                           | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2925 | CKV2_AWS_75              | resource                         | aws_cloudfront_vpc_origin                                                                        | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2926 | CKV2_AWS_75              | resource                         | aws_cloudfront_vpc_origin                                                                        | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2927 | CKV2_AWS_75              | resource                         | aws_cloudfrontkeyvaluestore_key                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2928 | CKV2_AWS_75              | resource                         | aws_cloudfrontkeyvaluestore_key                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2929 | CKV2_AWS_75              | resource                         | aws_cloudhsm_v2_cluster                                                                          | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2930 | CKV2_AWS_75              | resource                         | aws_cloudhsm_v2_cluster                                                                          | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2931 | CKV2_AWS_75              | resource                         | aws_cloudhsm_v2_hsm                                                                              | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2932 | CKV2_AWS_75              | resource                         | aws_cloudhsm_v2_hsm                                                                              | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2933 | CKV2_AWS_75              | resource                         | aws_cloudsearch_domain                                                                           | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2934 | CKV2_AWS_75              | resource                         | aws_cloudsearch_domain                                                                           | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2935 | CKV2_AWS_75              | resource                         | aws_cloudsearch_domain_service_access_policy                                                     | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2936 | CKV2_AWS_75              | resource                         | aws_cloudsearch_domain_service_access_policy                                                     | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2937 | CKV2_AWS_75              | resource                         | aws_cloudtrail                                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2938 | CKV2_AWS_75              | resource                         | aws_cloudtrail                                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2939 | CKV2_AWS_75              | resource                         | aws_cloudtrail_event_data_store                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2940 | CKV2_AWS_75              | resource                         | aws_cloudtrail_event_data_store                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2941 | CKV2_AWS_75              | resource                         | aws_cloudtrail_organization_delegated_admin_account                                              | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2942 | CKV2_AWS_75              | resource                         | aws_cloudtrail_organization_delegated_admin_account                                              | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2943 | CKV2_AWS_75              | resource                         | aws_cloudwatch_composite_alarm                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2944 | CKV2_AWS_75              | resource                         | aws_cloudwatch_composite_alarm                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2945 | CKV2_AWS_75              | resource                         | aws_cloudwatch_dashboard                                                                         | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2946 | CKV2_AWS_75              | resource                         | aws_cloudwatch_dashboard                                                                         | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2947 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_api_destination                                                             | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2948 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_api_destination                                                             | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2949 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_archive                                                                     | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2950 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_archive                                                                     | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2951 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_bus                                                                         | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2952 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_bus                                                                         | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2953 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_bus_policy                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2954 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_bus_policy                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2955 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_connection                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2956 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_connection                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2957 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_endpoint                                                                    | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2958 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_endpoint                                                                    | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2959 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_permission                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2960 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_permission                                                                  | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2961 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_rule                                                                        | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2962 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_rule                                                                        | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2963 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_target                                                                      | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2964 | CKV2_AWS_75              | resource                         | aws_cloudwatch_event_target                                                                      | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2965 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_account_policy                                                                | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2966 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_account_policy                                                                | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2967 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_anomaly_detector                                                              | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2968 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_anomaly_detector                                                              | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2969 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_data_protection_policy                                                        | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2970 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_data_protection_policy                                                        | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2971 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery                                                                      | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2972 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery                                                                      | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2973 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery_destination                                                          | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2974 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery_destination                                                          | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2975 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery_destination_policy                                                   | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2976 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery_destination_policy                                                   | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2977 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery_source                                                               | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
| 2978 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_delivery_source                                                               | Ensure no open CORS policy                                                                                                                                                                               | Cloudformation          | https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.json                                        |
| 2979 | CKV2_AWS_75              | resource                         | aws_cloudwatch_log_destination                                                                   | Ensure no open CORS policy                                                                                                                                                                               | Terraform               | https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.json                                         |
